id,timestamp,package_name,additional_data,research_experiment,experiment_group,word_text,word_id
5212,1771620410,ai.elimu.maneno,"{""spokenText"":""ที่""}",0,0,ที่,176
5213,1771620422,ai.elimu.maneno,"{""spokenText"":""ฉัน""}",0,0,ฉัน,36
5214,1771620434,ai.elimu.maneno,"{""spokenText"":""ไม่""}",0,0,ไม่,175
5215,1771620445,ai.elimu.maneno,"{""spokenText"":""ของ""}",0,0,ของ,34
5216,1771620541,ai.elimu.maneno,"{""spokenText"":""ก ็""}",0,0,ก ็,177
5217,1771620550,ai.elimu.maneno,"{""spokenText"":""ที่""}",0,0,ที่,176
5218,1771620674,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,มัน,62
5219,1771620675,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,อยู่,182
5220,1771620677,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,อย่าง,198
5221,1771620679,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,กับ,75
5222,1771620681,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,นก,63
5223,1771620684,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,และ,90
5224,1771620685,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,ว่า,19
5225,1771620693,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,เป็น,180
5226,1771620695,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,พ่อ,208
5227,1771620696,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,หวาน,8
5228,1771620697,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,มี,6
5229,1771620699,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,มา,35
5230,1771620701,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,มัน,62
5231,1771620702,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,แพง,9
5232,1771620704,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,ไป,30
5233,1771620705,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,นะ,66
5234,1771620706,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,ไป,30
5235,1771621105,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,มัน,62
5236,1774820116,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,มัน,62
5237,1774820119,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,แพง,9
5238,1774820122,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,ไป,30
5239,1774820124,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,นะ,66
5240,1774820132,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,แพง,9
5241,1774820143,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,มัน,62
5242,1774820146,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,แพง,9
5243,1774820148,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,ไป,30
5244,1774820149,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,นะ,66
5245,1775168339,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,ดี,48
5246,1775168389,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,ดี,48
5247,1775168399,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,ดี,48
5248,1775168422,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,ลง,82
5249,1775168467,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,ดี,48
5250,1775168474,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,ลง,82
5251,1775168480,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,ดี,48
5252,1775168530,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,ทาง,64
5253,1775168536,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,เจอ,166
5254,1775168539,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,เจอ,166
5255,1775168550,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,กระรอก,60
5256,1775168554,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,กระรอก,60
5257,1775168561,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,กระรอก,60
5258,1775168569,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,เห็น,194
5259,1775168573,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,กระรอก,60
5260,1775168575,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,กิน,71
5261,1775168664,ai.elimu.maneno,"{""spokenText"":""ที่""}",0,0,ที่,176
5262,1775168676,ai.elimu.maneno,"{""spokenText"":""ฉัน""}",0,0,ฉัน,36
5263,1775168687,ai.elimu.maneno,"{""spokenText"":""ไม่""}",0,0,ไม่,175
5264,1775168699,ai.elimu.maneno,"{""spokenText"":""ของ""}",0,0,ของ,34
5265,1776521275,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,มัน,62
5266,1776523865,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,อีก,127
5267,1776523985,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,ใน,51
5268,1776888869,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,ใจ,151
5269,1776888870,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,ดี,48
5270,1776888872,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,เจอ,166
5271,1776888874,ai.elimu.vitabu,"{""eventType"":""WORD_PRESSED""}",0,0,ใจ,151
