id,timestamp,package_name,learning_event_type,additional_data,research_experiment,experiment_group,video_title,video_id
448484,1749517042,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448485,1749517084,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 2790},,,piper,1
448486,1749517188,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448487,1749517225,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 54234},,,piper,1
448488,1749517306,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448489,1749517355,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 41492},,,piper,1
448490,1749517422,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448491,1749517475,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 30651},,,piper,1
448492,1749517560,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448493,1749517591,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 13926},,,piper,1
448494,1749517649,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448495,1749517701,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 32010},,,piper,1
448496,1749517730,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448497,1749517782,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 14701},,,piper,1
448498,1749517847,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448499,1749517885,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 51467},,,piper,1
448500,1749517906,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448501,1749517959,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 22487},,,piper,1
448502,1749518056,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448503,1749518070,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 38156},,,piper,1
448504,1749518178,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448505,1749518192,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 58586},,,piper,1
448506,1749605710,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448507,1749605723,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 13344},,,piper,1
448508,1749605837,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448509,1749605885,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 26138},,,piper,1
448510,1749605950,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448511,1749606006,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 7419},,,piper,1
448512,1749606099,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448513,1749606122,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 44429},,,piper,1
448514,1749606219,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448515,1749606242,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 39187},,,piper,1
448516,1749606288,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448517,1749606318,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 19006},,,piper,1
448518,1749606426,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448519,1749606459,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 17502},,,piper,1
448520,1749606559,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448521,1749606571,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 7340},,,piper,1
448522,1749606639,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448523,1749606650,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 42284},,,piper,1
448524,1749606682,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448525,1749606739,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 18335},,,piper,1
448526,1749606839,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448527,1749606896,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 54627},,,piper,1
448528,1749606924,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448529,1749606964,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 10281},,,piper,1
448530,1749607059,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448531,1749607107,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 46541},,,piper,1
448532,1749607151,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448533,1749607189,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 29665},,,piper,1
448534,1749607229,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448535,1749607267,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 27836},,,piper,1
448536,1749607358,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448537,1749607362,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 21524},,,piper,1
448538,1749607384,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448539,1749607423,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 48183},,,piper,1
448540,1749607535,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448541,1749607557,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 28164},,,piper,1
448542,1749607617,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448543,1749607658,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 31533},,,piper,1
448544,1749693972,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448545,1749694007,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 37789},,,piper,1
448546,1749694112,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448547,1749694116,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 54765},,,piper,1
448548,1749694184,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448549,1749694220,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 4415},,,piper,1
448550,1749694280,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448551,1749694324,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 56225},,,piper,1
448552,1749694348,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448553,1749694391,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 46349},,,piper,1
448554,1749694501,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448555,1749694511,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 5380},,,piper,1
448556,1749694565,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448557,1749694572,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 23236},,,piper,1
448628,1749785422,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448629,1749785429,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 30448},,,piper,1
448630,1749785520,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448631,1749785571,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 41886},,,piper,1
448632,1749785690,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448633,1749785735,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 52808},,,piper,1
448672,1749863372,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448673,1749863408,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 6931},,,piper,1
448674,1749863431,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448675,1749863484,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 4947},,,piper,1
448676,1749863572,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448677,1749863620,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 23522},,,piper,1
448678,1749863700,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448679,1749863705,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 47520},,,piper,1
448772,1750037345,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448773,1750037369,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 58768},,,piper,1
448774,1750037466,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448775,1750037502,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 18303},,,piper,1
448776,1750037576,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448777,1750037589,ai.elimu.filamu,VIDEO_CLOSED_BEFORE_COMPLETION,{'video_playback_position_ms': 31111},,,piper,1
448778,1750037611,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448779,1750037648,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 10087},,,piper,1
448780,1750037665,ai.elimu.filamu,VIDEO_OPENED,,,,piper,1
448781,1750037685,ai.elimu.filamu,VIDEO_COMPLETED,{'video_playback_position_ms': 24355},,,piper,1
