id,timestamp,package_name,letter_sound_id,additional_data
1,1743611710000,ai.elimu.herufi.debug,1,
2,1743611722000,ai.elimu.herufi.debug,2,
3,1743613796000,ai.elimu.herufi.debug,3,
4,1743613799000,ai.elimu.herufi.debug,4,
5,1743613801000,ai.elimu.herufi.debug,5,
6,1743613804000,ai.elimu.herufi.debug,6,
7,1743613806000,ai.elimu.herufi.debug,7,
8,1743613809000,ai.elimu.herufi.debug,8,
9,1743613811000,ai.elimu.herufi.debug,9,
10,1743613813000,ai.elimu.herufi.debug,10,
11,1743614862000,ai.elimu.herufi.debug,11,
12,1743672808000,ai.elimu.herufi.debug,12,
13,1743672811000,ai.elimu.herufi.debug,13,
14,1743672814000,ai.elimu.herufi.debug,14,
15,1743672815000,ai.elimu.herufi.debug,15,
16,1743672816000,ai.elimu.herufi.debug,16,
17,1743672818000,ai.elimu.herufi.debug,17,
18,1743672819000,ai.elimu.herufi.debug,18,
19,1743672820000,ai.elimu.herufi.debug,19,
20,1743672821000,ai.elimu.herufi.debug,20,
21,1743672823000,ai.elimu.herufi.debug,21,
22,1743672825000,ai.elimu.herufi.debug,22,
23,1743698614000,ai.elimu.herufi.debug,23,
24,1743698615000,ai.elimu.herufi.debug,24,
25,1743698616000,ai.elimu.herufi.debug,25,
26,1743698617000,ai.elimu.herufi.debug,26,
27,1743698619000,ai.elimu.herufi.debug,27,
28,1743698621000,ai.elimu.herufi.debug,28,
29,1743699130000,ai.elimu.herufi.debug,29,
30,1743699132000,ai.elimu.herufi.debug,30,
31,1743699134000,ai.elimu.herufi.debug,31,
32,1743699138000,ai.elimu.herufi.debug,32,
33,1743699145000,ai.elimu.herufi.debug,33,
34,1743699148000,ai.elimu.herufi.debug,34,
35,1743699151000,ai.elimu.herufi.debug,35,
36,1743699155000,ai.elimu.herufi.debug,36,
37,1743699157000,ai.elimu.herufi.debug,37,
38,1743699159000,ai.elimu.herufi.debug,38,
39,1743699161000,ai.elimu.herufi.debug,39,
40,1743699163000,ai.elimu.herufi.debug,40,
41,1743699165000,ai.elimu.herufi.debug,41,
42,1743699167000,ai.elimu.herufi.debug,42,
43,1743699170000,ai.elimu.herufi.debug,43,
44,1743699179000,ai.elimu.herufi.debug,44,
45,1743699181000,ai.elimu.herufi.debug,45,
46,1743699183000,ai.elimu.herufi.debug,46,
47,1743699186000,ai.elimu.herufi.debug,47,
48,1743699188000,ai.elimu.herufi.debug,48,
49,1743699192000,ai.elimu.herufi.debug,49,
50,1743699200000,ai.elimu.herufi.debug,50,
51,1743700704000,ai.elimu.herufi.debug,51,
52,1743700705000,ai.elimu.herufi.debug,52,
53,1743732440000,ai.elimu.herufi.debug,53,
54,1743732441000,ai.elimu.herufi.debug,54,
55,1743732443000,ai.elimu.herufi.debug,55,
56,1743732444000,ai.elimu.herufi.debug,56,
57,1743732446000,ai.elimu.herufi.debug,57,
58,1743732447000,ai.elimu.herufi.debug,58,
59,1743732448000,ai.elimu.herufi.debug,59,
60,1743732450000,ai.elimu.herufi.debug,60,
61,1743732451000,ai.elimu.herufi.debug,61,
62,1743732452000,ai.elimu.herufi.debug,62,
63,1743732454000,ai.elimu.herufi.debug,63,
64,1743732455000,ai.elimu.herufi.debug,64,
65,1743732457000,ai.elimu.herufi.debug,65,
66,1743732459000,ai.elimu.herufi.debug,66,
67,1743732460000,ai.elimu.herufi.debug,67,
68,1743732461000,ai.elimu.herufi.debug,68,
69,1743732463000,ai.elimu.herufi.debug,69,
70,1743732465000,ai.elimu.herufi.debug,70,
71,1743732466000,ai.elimu.herufi.debug,71,
72,1743732468000,ai.elimu.herufi.debug,72,
73,1743732469000,ai.elimu.herufi.debug,73,
74,1743732471000,ai.elimu.herufi.debug,74,
75,1743732472000,ai.elimu.herufi.debug,75,
76,1743732474000,ai.elimu.herufi.debug,76,
77,1743732476000,ai.elimu.herufi.debug,77,
78,1743732477000,ai.elimu.herufi.debug,79,
79,1743732478000,ai.elimu.herufi.debug,80,
80,1743732480000,ai.elimu.herufi.debug,81,
81,1743732481000,ai.elimu.herufi.debug,82,
82,1743732483000,ai.elimu.herufi.debug,83,
83,1743732484000,ai.elimu.herufi.debug,84,
84,1743732485000,ai.elimu.herufi.debug,85,
85,1743732487000,ai.elimu.herufi.debug,86,
86,1743732489000,ai.elimu.herufi.debug,87,
87,1743732491000,ai.elimu.herufi.debug,88,
88,1743732492000,ai.elimu.herufi.debug,89,
89,1743732494000,ai.elimu.herufi.debug,90,
90,1743732497000,ai.elimu.herufi.debug,91,
91,1743732499000,ai.elimu.herufi.debug,92,
92,1743732501000,ai.elimu.herufi.debug,93,
