id,timestamp,package_name,word_text,word_id,learning_event_type,additional_data
1927,1607987648000,,ngayon,226,WORD_PRESSED,
1926,1607987652000,,kaarawan,47,WORD_PRESSED,
1925,1607987655000,,kaibigan,40,WORD_PRESSED,
1924,1607987680000,,sabi,271,WORD_PRESSED,
1923,1607987695000,,anak,45,WORD_PRESSED,
1922,1607987700000,,ngayon,226,WORD_PRESSED,
1921,1607987704000,,sabi,271,WORD_PRESSED,
1920,1607987706000,,kanyang,192,WORD_PRESSED,
1919,1607987710000,,naman,393,WORD_PRESSED,
1918,1607987720000,,maaari,260,WORD_PRESSED,
1917,1607987725000,,niya,179,WORD_PRESSED,
1916,1607987732000,,bang,387,WORD_PRESSED,
1915,1607987733000,,bang,387,WORD_PRESSED,
1914,1607987740000,,lolo,52,WORD_PRESSED,
1913,1607987755000,,lolo,52,WORD_PRESSED,
1912,1607987759000,,dapat,133,WORD_PRESSED,
1911,1607987760000,,gawin,293,WORD_PRESSED,
1910,1607987767000,,gusto,249,WORD_PRESSED,
1909,1607987769000,,talaga,231,WORD_PRESSED,
1908,1607987777000,,naisip,422,WORD_PRESSED,
1907,1607987787000,,ina,144,WORD_PRESSED,
1906,1607987793000,,niya,179,WORD_PRESSED,
1905,1607987795000,,sabi,271,WORD_PRESSED,
1904,1607987807000,,nasaan,266,WORD_PRESSED,
1903,1607987811000,,tanong,358,WORD_PRESSED,
1902,1607987815000,,kaniya,416,WORD_PRESSED,
1901,1607987820000,,bumalik,132,WORD_PRESSED,
1900,1607987836000,,ang,1,WORD_PRESSED,
1899,1607987837000,,nasaan,266,WORD_PRESSED,
1898,1607987839000,,ang,1,WORD_PRESSED,
1897,1607987841000,,tanong,358,WORD_PRESSED,
1896,1607987861000,,patuloy,188,WORD_PRESSED,
1895,1607987868000,,binigyan,365,WORD_PRESSED,
1894,1607987877000,,kaarawan,47,WORD_PRESSED,
1996,1642974706000,ai.elimu.vitabu,ngayong,42,WORD_PRESSED,
1995,1642974720000,ai.elimu.vitabu,ngayong,42,WORD_PRESSED,
1994,1642974721000,ai.elimu.vitabu,araw,26,WORD_PRESSED,
1993,1642974723000,ai.elimu.vitabu,kami,36,WORD_PRESSED,
1992,1642974725000,ai.elimu.vitabu,ay,2,WORD_PRESSED,
1991,1642974728000,ai.elimu.vitabu,maraming,100,WORD_PRESSED,
1990,1642974731000,ai.elimu.vitabu,gagawin,46,WORD_PRESSED,
1989,1642974733000,ai.elimu.vitabu,lahat,20,WORD_PRESSED,
