id,timestamp,android_id,package_name,storybook_id,storybook_title,learning_event_type
295,1606124035000,7161***51cd,ai.elimu.vitabu,2,Ang Aming Pamilya,STORYBOOK_OPENED
296,1606135553000,7161***51cd,ai.elimu.vitabu,2,Ang Aming Pamilya,STORYBOOK_OPENED
297,1606784388000,7161***51cd,ai.elimu.vitabu,25,Takbo Takbo Takbo!,STORYBOOK_OPENED
298,1606784375000,7161***51cd,ai.elimu.vitabu,23,Nasaan si Lulu?,STORYBOOK_OPENED
299,1606784366000,7161***51cd,ai.elimu.vitabu,27,Ang Kapangyarihan ni Chiu,STORYBOOK_OPENED
300,1606784362000,7161***51cd,ai.elimu.vitabu,14,Ang Langgam at Tinapay,STORYBOOK_OPENED
301,1606784359000,7161***51cd,ai.elimu.vitabu,9,Ang Batubato,STORYBOOK_OPENED
302,1606784215000,7161***51cd,ai.elimu.vitabu,9,Ang Batubato,STORYBOOK_OPENED
303,1607504332000,7161***51cd,ai.elimu.vitabu,2,Ang Aming Pamilya,STORYBOOK_OPENED
304,1607504051000,7161***51cd,ai.elimu.vitabu,14,Ang Langgam at Tinapay,STORYBOOK_OPENED
305,1607633938000,d083***652a,ai.elimu.vitabu,2,Ang Aming Pamilya,STORYBOOK_OPENED
306,1607633712000,d083***652a,ai.elimu.vitabu,2,Ang Aming Pamilya,STORYBOOK_OPENED
307,1607888832000,7161***51cd,ai.elimu.vitabu,20,Ang mga Mabituing Hiling ni Palaka,STORYBOOK_OPENED
308,1607888600000,7161***51cd,ai.elimu.vitabu,34,Nagpunta si Iskuwirel sa Paaralan,STORYBOOK_OPENED
309,1607888571000,7161***51cd,ai.elimu.vitabu,35,Ang Langaw sa Kalawakan,STORYBOOK_OPENED
310,1607888485000,7161***51cd,ai.elimu.vitabu,16,Ang Munting Sisiw at Bibe,STORYBOOK_OPENED
311,1607888203000,7161***51cd,ai.elimu.vitabu,27,Ang Kapangyarihan ni Chiu,STORYBOOK_OPENED
312,1607888118000,7161***51cd,ai.elimu.vitabu,27,Ang Kapangyarihan ni Chiu,STORYBOOK_OPENED
313,1607888097000,7161***51cd,ai.elimu.vitabu,2,Ang Aming Pamilya,STORYBOOK_OPENED
314,1607888014000,7161***51cd,ai.elimu.vitabu,9,Ang Batubato,STORYBOOK_OPENED
315,1607887892000,7161***51cd,ai.elimu.vitabu,14,Ang Langgam at Tinapay,STORYBOOK_OPENED
316,1607887824000,7161***51cd,ai.elimu.vitabu,5,Kaya Nilang Sumayaw,STORYBOOK_OPENED
317,1607887802000,7161***51cd,ai.elimu.vitabu,2,Ang Aming Pamilya,STORYBOOK_OPENED
318,1607899512000,7161***51cd,ai.elimu.vitabu,32,Isang Luntiang Araw,STORYBOOK_OPENED
319,1607899360000,7161***51cd,ai.elimu.vitabu,11,Ang Paglalakbay sa Hardin,STORYBOOK_OPENED
320,1607898104000,7161***51cd,ai.elimu.vitabu,37,Gustong Magbihis ni Nin,STORYBOOK_OPENED
321,1607897956000,7161***51cd,ai.elimu.vitabu,37,Gustong Magbihis ni Nin,STORYBOOK_OPENED
322,1607897793000,7161***51cd,ai.elimu.vitabu,37,Gustong Magbihis ni Nin,STORYBOOK_OPENED
323,1607897780000,7161***51cd,ai.elimu.vitabu,37,Gustong Magbihis ni Nin,STORYBOOK_OPENED
324,1607897626000,7161***51cd,ai.elimu.vitabu,37,Gustong Magbihis ni Nin,STORYBOOK_OPENED
325,1607897518000,7161***51cd,ai.elimu.vitabu,37,Gustong Magbihis ni Nin,STORYBOOK_OPENED
326,1607897440000,7161***51cd,ai.elimu.vitabu,37,Gustong Magbihis ni Nin,STORYBOOK_OPENED
327,1607886152000,d083***652a,ai.elimu.vitabu,23,Nasaan si Lulu?,STORYBOOK_OPENED
328,1607886021000,d083***652a,ai.elimu.vitabu,19,Ano Kaya Ako Ngayon?,STORYBOOK_OPENED
329,1608034409000,7161***51cd,ai.elimu.vitabu,2,Ang Aming Pamilya,STORYBOOK_OPENED
330,1608033115000,7161***51cd,ai.elimu.vitabu,38,Ang Regalong Tsokolate,STORYBOOK_OPENED
331,1608033098000,7161***51cd,ai.elimu.vitabu,38,Ang Regalong Tsokolate,STORYBOOK_OPENED
332,1608033084000,7161***51cd,ai.elimu.vitabu,38,Ang Regalong Tsokolate,STORYBOOK_OPENED
333,1608033044000,7161***51cd,ai.elimu.vitabu,39,Si Tumi ay Namasyal sa Parke.,STORYBOOK_OPENED
334,1608033023000,7161***51cd,ai.elimu.vitabu,38,Ang Regalong Tsokolate,STORYBOOK_OPENED
335,1608032175000,7161***51cd,ai.elimu.vitabu,38,Ang Regalong Tsokolate,STORYBOOK_OPENED
336,1608031255000,7161***51cd,ai.elimu.vitabu,37,Gustong Magbihis ni Nin,STORYBOOK_OPENED
337,1608231852000,7161***51cd,ai.elimu.vitabu,39,Si Tumi ay Namasyal sa Parke.,STORYBOOK_OPENED
338,1608231834000,7161***51cd,ai.elimu.vitabu,40,Ang Lola kong Naghahagis at Sumasambot ng mga Bagay,STORYBOOK_OPENED
339,1608231732000,7161***51cd,ai.elimu.vitabu,39,Si Tumi ay Namasyal sa Parke.,STORYBOOK_OPENED
340,1608489329000,7161***51cd,ai.elimu.vitabu,14,Ang Langgam at Tinapay,STORYBOOK_OPENED
341,1608487106000,7161***51cd,ai.elimu.vitabu,42,Ganito Lumiwanag ang Aking Mukha,STORYBOOK_OPENED
342,1608489814000,7161***51cd,ai.elimu.vitabu,27,Ang Kapangyarihan ni Chiu,STORYBOOK_OPENED
343,1608489449000,d083***652a,ai.elimu.vitabu,36,Kaya Ko Ba o Hindi?,STORYBOOK_OPENED
344,1608835710000,7161***51cd,ai.elimu.vitabu,43,Ang Bagong Sumbrero ni Bountong,STORYBOOK_OPENED
345,1608835695000,7161***51cd,ai.elimu.vitabu,41,Rudi,STORYBOOK_OPENED
346,1607887715000,f3b1***8ae8,ai.elimu.vitabu,11,Ang Paglalakbay sa Hardin,STORYBOOK_OPENED
347,1607887280000,f3b1***8ae8,ai.elimu.vitabu,26,Sino ang Tutulong sa Akin?,STORYBOOK_OPENED
348,1607886596000,f3b1***8ae8,ai.elimu.vitabu,22,Green Star,STORYBOOK_OPENED
349,1607886585000,f3b1***8ae8,ai.elimu.vitabu,14,Ang Langgam at Tinapay,STORYBOOK_OPENED
350,1607886547000,f3b1***8ae8,ai.elimu.vitabu,2,Ang Aming Pamilya,STORYBOOK_OPENED
351,1607886361000,f3b1***8ae8,ai.elimu.vitabu,33,Huwag Gisingin ang Sanggol!,STORYBOOK_OPENED
352,1607886243000,f3b1***8ae8,ai.elimu.vitabu,2,Ang Aming Pamilya,STORYBOOK_OPENED
353,1608060089000,f3b1***8ae8,ai.elimu.vitabu,39,Si Tumi ay Namasyal sa Parke.,STORYBOOK_OPENED
354,1608158048000,f3b1***8ae8,ai.elimu.vitabu,40,Ang Lola kong Naghahagis at Sumasambot ng mga Bagay,STORYBOOK_OPENED
355,1608245430000,f3b1***8ae8,ai.elimu.vitabu,39,Si Tumi ay Namasyal sa Parke.,STORYBOOK_OPENED
356,1608245367000,f3b1***8ae8,ai.elimu.vitabu,39,Si Tumi ay Namasyal sa Parke.,STORYBOOK_OPENED
357,1608389194000,f3b1***8ae8,ai.elimu.vitabu,41,Rudi,STORYBOOK_OPENED
358,1608389011000,f3b1***8ae8,ai.elimu.vitabu,41,Rudi,STORYBOOK_OPENED
359,1608489906000,f3b1***8ae8,ai.elimu.vitabu,42,Ganito Lumiwanag ang Aking Mukha,STORYBOOK_OPENED
360,1610063563000,d083***652a,ai.elimu.vitabu,37,Gustong Magbihis ni Nin,STORYBOOK_OPENED
361,1610139875000,d083***652a,ai.elimu.vitabu,19,Ano Kaya Ako Ngayon?,STORYBOOK_OPENED
362,1607987643000,467a***4f82,ai.elimu.vitabu,38,Ang Regalong Tsokolate,STORYBOOK_OPENED
363,1607987612000,467a***4f82,ai.elimu.vitabu,38,Ang Regalong Tsokolate,STORYBOOK_OPENED
364,1607987594000,467a***4f82,ai.elimu.vitabu,2,Ang Aming Pamilya,STORYBOOK_OPENED
365,1609638902000,467a***4f82,ai.elimu.vitabu,14,Ang Langgam at Tinapay,STORYBOOK_OPENED
366,1614080887000,d083***652a,ai.elimu.vitabu,22,Green Star,STORYBOOK_OPENED
367,1615060676000,d083***652a,ai.elimu.vitabu,19,Ano Kaya Ako Ngayon?,STORYBOOK_OPENED
368,1615498278000,d083***652a,ai.elimu.vitabu,26,Sino ang Tutulong sa Akin?,STORYBOOK_OPENED
369,1615498228000,d083***652a,ai.elimu.vitabu,43,Ang Bagong Sumbrero ni Bountong,STORYBOOK_OPENED
370,1616096402000,d083***652a,ai.elimu.vitabu,19,Ano Kaya Ako Ngayon?,STORYBOOK_OPENED
371,1616096359000,d083***652a,ai.elimu.vitabu,20,Ang mga Mabituing Hiling ni Palaka,STORYBOOK_OPENED
372,1616095831000,d083***652a,ai.elimu.vitabu,20,Ang mga Mabituing Hiling ni Palaka,STORYBOOK_OPENED
373,1617994489000,d083***652a,ai.elimu.vitabu,2,Ang Aming Pamilya,STORYBOOK_OPENED
374,1621969533000,d083***652a,ai.elimu.vitabu,19,Ano Kaya Ako Ngayon?,STORYBOOK_OPENED
375,1624970486000,d083***652a,ai.elimu.vitabu,19,Ano Kaya Ako Ngayon?,STORYBOOK_OPENED
376,1629722299000,d083***652a,ai.elimu.vitabu,19,Ano Kaya Ako Ngayon?,STORYBOOK_OPENED
